imgs,masks,areas
070_FLAIR23.png,070_FLAIR23_mask.png,544
070_FLAIR24.png,070_FLAIR24_mask.png,583
070_FLAIR25.png,070_FLAIR25_mask.png,531
070_FLAIR27.png,070_FLAIR27_mask.png,148
070_FLAIR28.png,070_FLAIR28_mask.png,102
071_FLAIR19.png,071_FLAIR19_mask.png,79
071_FLAIR20.png,071_FLAIR20_mask.png,109
071_FLAIR21.png,071_FLAIR21_mask.png,2918
071_FLAIR22.png,071_FLAIR22_mask.png,1270
071_FLAIR23.png,071_FLAIR23_mask.png,788
071_FLAIR24.png,071_FLAIR24_mask.png,809
071_FLAIR25.png,071_FLAIR25_mask.png,794
071_FLAIR26.png,071_FLAIR26_mask.png,456
071_FLAIR28.png,071_FLAIR28_mask.png,277
071_FLAIR29.png,071_FLAIR29_mask.png,614
071_FLAIR30.png,071_FLAIR30_mask.png,681
071_FLAIR31.png,071_FLAIR31_mask.png,941
071_FLAIR32.png,071_FLAIR32_mask.png,736
071_FLAIR33.png,071_FLAIR33_mask.png,1061
071_FLAIR34.png,071_FLAIR34_mask.png,442
071_FLAIR35.png,071_FLAIR35_mask.png,347
071_FLAIR36.png,071_FLAIR36_mask.png,229
071_FLAIR37.png,071_FLAIR37_mask.png,175
071_FLAIR38.png,071_FLAIR38_mask.png,147
072_FLAIR22.png,072_FLAIR22_mask.png,95
072_FLAIR24.png,072_FLAIR24_mask.png,77
072_FLAIR25.png,072_FLAIR25_mask.png,67
072_FLAIR27.png,072_FLAIR27_mask.png,61
072_FLAIR32.png,072_FLAIR32_mask.png,111
072_FLAIR33.png,072_FLAIR33_mask.png,83
073_FLAIR31.png,073_FLAIR31_mask.png,373
073_FLAIR32.png,073_FLAIR32_mask.png,475
073_FLAIR33.png,073_FLAIR33_mask.png,203
073_FLAIR34.png,073_FLAIR34_mask.png,171
073_FLAIR35.png,073_FLAIR35_mask.png,144
073_FLAIR36.png,073_FLAIR36_mask.png,101
073_FLAIR37.png,073_FLAIR37_mask.png,94
074_FLAIR20.png,074_FLAIR20_mask.png,247
074_FLAIR21.png,074_FLAIR21_mask.png,577
074_FLAIR22.png,074_FLAIR22_mask.png,419
074_FLAIR23.png,074_FLAIR23_mask.png,178
074_FLAIR24.png,074_FLAIR24_mask.png,339
074_FLAIR25.png,074_FLAIR25_mask.png,735
074_FLAIR26.png,074_FLAIR26_mask.png,383
074_FLAIR27.png,074_FLAIR27_mask.png,354
074_FLAIR28.png,074_FLAIR28_mask.png,415
074_FLAIR29.png,074_FLAIR29_mask.png,480
074_FLAIR30.png,074_FLAIR30_mask.png,390
074_FLAIR31.png,074_FLAIR31_mask.png,573
074_FLAIR32.png,074_FLAIR32_mask.png,664
074_FLAIR33.png,074_FLAIR33_mask.png,1862
074_FLAIR34.png,074_FLAIR34_mask.png,690
074_FLAIR35.png,074_FLAIR35_mask.png,237
074_FLAIR36.png,074_FLAIR36_mask.png,79
074_FLAIR37.png,074_FLAIR37_mask.png,94
074_FLAIR38.png,074_FLAIR38_mask.png,41
075_FLAIR22.png,075_FLAIR22_mask.png,16311
075_FLAIR23.png,075_FLAIR23_mask.png,754
075_FLAIR24.png,075_FLAIR24_mask.png,286
075_FLAIR25.png,075_FLAIR25_mask.png,415
075_FLAIR26.png,075_FLAIR26_mask.png,333
075_FLAIR27.png,075_FLAIR27_mask.png,361
075_FLAIR28.png,075_FLAIR28_mask.png,94
075_FLAIR29.png,075_FLAIR29_mask.png,27
075_FLAIR30.png,075_FLAIR30_mask.png,71
075_FLAIR31.png,075_FLAIR31_mask.png,606
075_FLAIR32.png,075_FLAIR32_mask.png,1215
075_FLAIR33.png,075_FLAIR33_mask.png,751
075_FLAIR34.png,075_FLAIR34_mask.png,805
075_FLAIR35.png,075_FLAIR35_mask.png,542
075_FLAIR36.png,075_FLAIR36_mask.png,472
075_FLAIR37.png,075_FLAIR37_mask.png,157
075_FLAIR38.png,075_FLAIR38_mask.png,132
076_FLAIR20.png,076_FLAIR20_mask.png,449
076_FLAIR21.png,076_FLAIR21_mask.png,882
076_FLAIR22.png,076_FLAIR22_mask.png,795
076_FLAIR23.png,076_FLAIR23_mask.png,1285
076_FLAIR24.png,076_FLAIR24_mask.png,1416
076_FLAIR25.png,076_FLAIR25_mask.png,1572
076_FLAIR26.png,076_FLAIR26_mask.png,1163
076_FLAIR27.png,076_FLAIR27_mask.png,1049
076_FLAIR28.png,076_FLAIR28_mask.png,1490
076_FLAIR29.png,076_FLAIR29_mask.png,2202
076_FLAIR30.png,076_FLAIR30_mask.png,2501
076_FLAIR31.png,076_FLAIR31_mask.png,4167
076_FLAIR32.png,076_FLAIR32_mask.png,5451
076_FLAIR33.png,076_FLAIR33_mask.png,2119
076_FLAIR34.png,076_FLAIR34_mask.png,851
076_FLAIR35.png,076_FLAIR35_mask.png,424
076_FLAIR36.png,076_FLAIR36_mask.png,295
077_FLAIR18.png,077_FLAIR18_mask.png,90
077_FLAIR19.png,077_FLAIR19_mask.png,90
077_FLAIR20.png,077_FLAIR20_mask.png,340
077_FLAIR23.png,077_FLAIR23_mask.png,225
077_FLAIR24.png,077_FLAIR24_mask.png,327
077_FLAIR25.png,077_FLAIR25_mask.png,588
077_FLAIR26.png,077_FLAIR26_mask.png,665
077_FLAIR27.png,077_FLAIR27_mask.png,998
077_FLAIR28.png,077_FLAIR28_mask.png,1215
077_FLAIR29.png,077_FLAIR29_mask.png,1305
077_FLAIR30.png,077_FLAIR30_mask.png,1001
077_FLAIR31.png,077_FLAIR31_mask.png,1483
077_FLAIR32.png,077_FLAIR32_mask.png,715
077_FLAIR33.png,077_FLAIR33_mask.png,756
077_FLAIR34.png,077_FLAIR34_mask.png,822
077_FLAIR35.png,077_FLAIR35_mask.png,618
077_FLAIR36.png,077_FLAIR36_mask.png,448
077_FLAIR37.png,077_FLAIR37_mask.png,87
078_FLAIR21.png,078_FLAIR21_mask.png,326
078_FLAIR22.png,078_FLAIR22_mask.png,273
078_FLAIR26.png,078_FLAIR26_mask.png,52
078_FLAIR27.png,078_FLAIR27_mask.png,516
078_FLAIR28.png,078_FLAIR28_mask.png,396
078_FLAIR29.png,078_FLAIR29_mask.png,352
078_FLAIR30.png,078_FLAIR30_mask.png,105
078_FLAIR31.png,078_FLAIR31_mask.png,244
078_FLAIR32.png,078_FLAIR32_mask.png,363
078_FLAIR33.png,078_FLAIR33_mask.png,193
078_FLAIR34.png,078_FLAIR34_mask.png,190
078_FLAIR35.png,078_FLAIR35_mask.png,158
078_FLAIR36.png,078_FLAIR36_mask.png,154
079_FLAIR28.png,079_FLAIR28_mask.png,40
079_FLAIR29.png,079_FLAIR29_mask.png,3
079_FLAIR32.png,079_FLAIR32_mask.png,90
079_FLAIR33.png,079_FLAIR33_mask.png,57
079_FLAIR34.png,079_FLAIR34_mask.png,61
079_FLAIR35.png,079_FLAIR35_mask.png,3
080_FLAIR25.png,080_FLAIR25_mask.png,114
080_FLAIR26.png,080_FLAIR26_mask.png,385
080_FLAIR27.png,080_FLAIR27_mask.png,196
080_FLAIR28.png,080_FLAIR28_mask.png,458
080_FLAIR29.png,080_FLAIR29_mask.png,944
080_FLAIR30.png,080_FLAIR30_mask.png,914
080_FLAIR31.png,080_FLAIR31_mask.png,216
080_FLAIR32.png,080_FLAIR32_mask.png,557
080_FLAIR33.png,080_FLAIR33_mask.png,148
080_FLAIR34.png,080_FLAIR34_mask.png,88
080_FLAIR35.png,080_FLAIR35_mask.png,44
080_FLAIR36.png,080_FLAIR36_mask.png,63
081_FLAIR12.png,081_FLAIR12_mask.png,218
081_FLAIR13.png,081_FLAIR13_mask.png,878
081_FLAIR14.png,081_FLAIR14_mask.png,1159
081_FLAIR15.png,081_FLAIR15_mask.png,5283
081_FLAIR16.png,081_FLAIR16_mask.png,1558
081_FLAIR17.png,081_FLAIR17_mask.png,4082
081_FLAIR18.png,081_FLAIR18_mask.png,2418
081_FLAIR19.png,081_FLAIR19_mask.png,2782
081_FLAIR20.png,081_FLAIR20_mask.png,2410
081_FLAIR21.png,081_FLAIR21_mask.png,2524
081_FLAIR22.png,081_FLAIR22_mask.png,2343
081_FLAIR23.png,081_FLAIR23_mask.png,2055
081_FLAIR24.png,081_FLAIR24_mask.png,2465
081_FLAIR25.png,081_FLAIR25_mask.png,3414
081_FLAIR26.png,081_FLAIR26_mask.png,3236
081_FLAIR27.png,081_FLAIR27_mask.png,3195
081_FLAIR28.png,081_FLAIR28_mask.png,3063
081_FLAIR29.png,081_FLAIR29_mask.png,4503
081_FLAIR30.png,081_FLAIR30_mask.png,2117
081_FLAIR31.png,081_FLAIR31_mask.png,1173
081_FLAIR32.png,081_FLAIR32_mask.png,1177
081_FLAIR33.png,081_FLAIR33_mask.png,441
082_FLAIR16.bmp,082_FLAIR16_mask.png,278
082_FLAIR17.bmp,082_FLAIR17_mask.png,450
082_FLAIR18.bmp,082_FLAIR18_mask.png,572
082_FLAIR19.bmp,082_FLAIR19_mask.png,243
082_FLAIR20.bmp,082_FLAIR20_mask.png,197
082_FLAIR21.bmp,082_FLAIR21_mask.png,107
083_FLAIR15.bmp,083_FLAIR15_mask.png,483
083_FLAIR16.bmp,083_FLAIR16_mask.png,567
083_FLAIR18.bmp,083_FLAIR18_mask.png,405
083_FLAIR19.bmp,083_FLAIR19_mask.png,652
083_FLAIR20.bmp,083_FLAIR20_mask.png,994
083_FLAIR21.bmp,083_FLAIR21_mask.png,620
083_FLAIR22.bmp,083_FLAIR22_mask.png,645
084_FLAIR26.png,084_FLAIR26_mask.png,127
084_FLAIR27.png,084_FLAIR27_mask.png,115
084_FLAIR32.png,084_FLAIR32_mask.png,425
084_FLAIR33.png,084_FLAIR33_mask.png,336
084_FLAIR35.png,084_FLAIR35_mask.png,125
084_FLAIR36.png,084_FLAIR36_mask.png,111
085_FLAIR10.png,085_FLAIR10_mask.png,990
085_FLAIR11.png,085_FLAIR11_mask.png,128
085_FLAIR21.png,085_FLAIR21_mask.png,223
085_FLAIR22.png,085_FLAIR22_mask.png,173
085_FLAIR23.png,085_FLAIR23_mask.png,217
085_FLAIR24.png,085_FLAIR24_mask.png,177
085_FLAIR25.png,085_FLAIR25_mask.png,290
085_FLAIR26.png,085_FLAIR26_mask.png,980
085_FLAIR27.png,085_FLAIR27_mask.png,527
085_FLAIR28.png,085_FLAIR28_mask.png,244
085_FLAIR29.png,085_FLAIR29_mask.png,418
085_FLAIR30.png,085_FLAIR30_mask.png,669
085_FLAIR31.png,085_FLAIR31_mask.png,626
085_FLAIR32.png,085_FLAIR32_mask.png,890
085_FLAIR33.png,085_FLAIR33_mask.png,606
085_FLAIR34.png,085_FLAIR34_mask.png,496
085_FLAIR35.png,085_FLAIR35_mask.png,748
085_FLAIR36.png,085_FLAIR36_mask.png,624
085_FLAIR37.png,085_FLAIR37_mask.png,448
085_FLAIR38.png,085_FLAIR38_mask.png,127
085_FLAIR09.png,085_FLAIR9_mask.png,72
086_FLAIR21.png,086_FLAIR21_mask.png,202
086_FLAIR22.png,086_FLAIR22_mask.png,239
086_FLAIR23.png,086_FLAIR23_mask.png,440
086_FLAIR24.png,086_FLAIR24_mask.png,439
086_FLAIR25.png,086_FLAIR25_mask.png,183
086_FLAIR26.png,086_FLAIR26_mask.png,301
086_FLAIR28.png,086_FLAIR28_mask.png,1011
086_FLAIR29.png,086_FLAIR29_mask.png,1137
086_FLAIR30.png,086_FLAIR30_mask.png,1490
086_FLAIR31.png,086_FLAIR31_mask.png,2655
086_FLAIR32.png,086_FLAIR32_mask.png,3710
086_FLAIR33.png,086_FLAIR33_mask.png,3832
086_FLAIR34.png,086_FLAIR34_mask.png,2912
086_FLAIR35.png,086_FLAIR35_mask.png,2227
086_FLAIR36.png,086_FLAIR36_mask.png,1140
086_FLAIR37.png,086_FLAIR37_mask.png,394
086_FLAIR38.png,086_FLAIR38_mask.png,154
086_FLAIR39.png,086_FLAIR39_mask.png,124
087_FLAIR14.bmp,087_FLAIR14_mask.png,1430
087_FLAIR15.bmp,087_FLAIR15_mask.png,1487
087_FLAIR16.bmp,087_FLAIR16_mask.png,687
087_FLAIR17.bmp,087_FLAIR17_mask.png,39036
087_FLAIR18.bmp,087_FLAIR18_mask.png,1560
087_FLAIR19.bmp,087_FLAIR19_mask.png,4570
087_FLAIR20.bmp,087_FLAIR20_mask.png,4522
087_FLAIR22.bmp,087_FLAIR22_mask.png,656
088_FLAIR18.png,088_FLAIR18_mask.png,382
088_FLAIR19.png,088_FLAIR19_mask.png,80
088_FLAIR20.png,088_FLAIR20_mask.png,136
088_FLAIR22.png,088_FLAIR22_mask.png,85
088_FLAIR23.png,088_FLAIR23_mask.png,290
088_FLAIR24.png,088_FLAIR24_mask.png,174
088_FLAIR26.png,088_FLAIR26_mask.png,186
088_FLAIR27.png,088_FLAIR27_mask.png,437
088_FLAIR28.png,088_FLAIR28_mask.png,251
088_FLAIR29.png,088_FLAIR29_mask.png,821
088_FLAIR30.png,088_FLAIR30_mask.png,813
088_FLAIR31.png,088_FLAIR31_mask.png,839
088_FLAIR32.png,088_FLAIR32_mask.png,258
089_FLAIR18.png,089_FLAIR18_mask.png,314
089_FLAIR19.png,089_FLAIR19_mask.png,313
089_FLAIR20.png,089_FLAIR20_mask.png,362
089_FLAIR26.png,089_FLAIR26_mask.png,183
089_FLAIR27.png,089_FLAIR27_mask.png,250
089_FLAIR28.png,089_FLAIR28_mask.png,205
089_FLAIR30.png,089_FLAIR30_mask.png,214
089_FLAIR31.png,089_FLAIR31_mask.png,336
089_FLAIR32.png,089_FLAIR32_mask.png,69
089_FLAIR33.png,089_FLAIR33_mask.png,272
089_FLAIR34.png,089_FLAIR34_mask.png,249
089_FLAIR35.png,089_FLAIR35_mask.png,108
089_FLAIR36.png,089_FLAIR36_mask.png,184
089_FLAIR37.png,089_FLAIR37_mask.png,683
089_FLAIR38.png,089_FLAIR38_mask.png,578
089_FLAIR39.png,089_FLAIR39_mask.png,376
089_FLAIR40.png,089_FLAIR40_mask.png,275
089_FLAIR41.png,089_FLAIR41_mask.png,63
090_FLAIR23.png,090_FLAIR23_mask.png,71
090_FLAIR24.png,090_FLAIR24_mask.png,12
090_FLAIR25.png,090_FLAIR25_mask.png,71
090_FLAIR26.png,090_FLAIR26_mask.png,83
090_FLAIR27.png,090_FLAIR27_mask.png,62
090_FLAIR28.png,090_FLAIR28_mask.png,228
090_FLAIR29.png,090_FLAIR29_mask.png,189
090_FLAIR31.png,090_FLAIR31_mask.png,63
090_FLAIR32.png,090_FLAIR32_mask.png,141
090_FLAIR33.png,090_FLAIR33_mask.png,359
090_FLAIR34.png,090_FLAIR34_mask.png,92
090_FLAIR35.png,090_FLAIR35_mask.png,184
090_FLAIR36.png,090_FLAIR36_mask.png,265
090_FLAIR39.png,090_FLAIR39_mask.png,3206
090_FLAIR40.png,090_FLAIR40_mask.png,200
091_FLAIR23.png,091_FLAIR23_mask.png,255
091_FLAIR24.png,091_FLAIR24_mask.png,372
091_FLAIR25.png,091_FLAIR25_mask.png,1046
091_FLAIR26.png,091_FLAIR26_mask.png,209
091_FLAIR27.png,091_FLAIR27_mask.png,553
091_FLAIR28.png,091_FLAIR28_mask.png,616
091_FLAIR29.png,091_FLAIR29_mask.png,583
091_FLAIR30.png,091_FLAIR30_mask.png,187
091_FLAIR31.png,091_FLAIR31_mask.png,96
091_FLAIR32.png,091_FLAIR32_mask.png,88
091_FLAIR33.png,091_FLAIR33_mask.png,509
091_FLAIR34.png,091_FLAIR34_mask.png,345
091_FLAIR35.png,091_FLAIR35_mask.png,834
091_FLAIR36.png,091_FLAIR36_mask.png,81
091_FLAIR37.png,091_FLAIR37_mask.png,127
091_FLAIR38.png,091_FLAIR38_mask.png,260
091_FLAIR39.png,091_FLAIR39_mask.png,242
092_FLAIR26.png,092_FLAIR26_mask.png,134
092_FLAIR27.png,092_FLAIR27_mask.png,240
092_FLAIR28.png,092_FLAIR28_mask.png,305
092_FLAIR29.png,092_FLAIR29_mask.png,336
092_FLAIR30.png,092_FLAIR30_mask.png,249
092_FLAIR31.png,092_FLAIR31_mask.png,448
092_FLAIR32.png,092_FLAIR32_mask.png,362
093_FLAIR22.png,093_FLAIR22_mask.png,934
093_FLAIR23.png,093_FLAIR23_mask.png,1590
093_FLAIR24.png,093_FLAIR24_mask.png,1271
093_FLAIR25.png,093_FLAIR25_mask.png,1045
093_FLAIR26.png,093_FLAIR26_mask.png,1615
093_FLAIR27.png,093_FLAIR27_mask.png,1515
093_FLAIR28.png,093_FLAIR28_mask.png,1741
093_FLAIR29.png,093_FLAIR29_mask.png,839
093_FLAIR30.png,093_FLAIR30_mask.png,3845
093_FLAIR31.png,093_FLAIR31_mask.png,1762
093_FLAIR32.png,093_FLAIR32_mask.png,2633
093_FLAIR33.png,093_FLAIR33_mask.png,28265
093_FLAIR34.png,093_FLAIR34_mask.png,3722
093_FLAIR35.png,093_FLAIR35_mask.png,3347
093_FLAIR36.png,093_FLAIR36_mask.png,899
093_FLAIR37.png,093_FLAIR37_mask.png,994
093_FLAIR38.png,093_FLAIR38_mask.png,571
094_FLAIR23.png,094_FLAIR23_mask.png,14
094_FLAIR24.png,094_FLAIR24_mask.png,255
094_FLAIR28.png,094_FLAIR28_mask.png,378
094_FLAIR29.png,094_FLAIR29_mask.png,405
094_FLAIR30.png,094_FLAIR30_mask.png,397
094_FLAIR31.png,094_FLAIR31_mask.png,257
094_FLAIR32.png,094_FLAIR32_mask.png,180
094_FLAIR33.png,094_FLAIR33_mask.png,238
094_FLAIR34.png,094_FLAIR34_mask.png,286
094_FLAIR35.png,094_FLAIR35_mask.png,1148
094_FLAIR36.png,094_FLAIR36_mask.png,14256
094_FLAIR37.png,094_FLAIR37_mask.png,300
095_FLAIR23.png,095_FLAIR23_mask.png,410
095_FLAIR24.png,095_FLAIR24_mask.png,103
095_FLAIR25.png,095_FLAIR25_mask.png,217
095_FLAIR26.png,095_FLAIR26_mask.png,351
095_FLAIR28.png,095_FLAIR28_mask.png,338
095_FLAIR29.png,095_FLAIR29_mask.png,634
095_FLAIR30.png,095_FLAIR30_mask.png,719
095_FLAIR31.png,095_FLAIR31_mask.png,174
096_FLAIR22.png,096_FLAIR22_mask.png,493
096_FLAIR23.png,096_FLAIR23_mask.png,450
096_FLAIR24.png,096_FLAIR24_mask.png,262
096_FLAIR33.png,096_FLAIR33_mask.png,75
096_FLAIR34.png,096_FLAIR34_mask.png,261
096_FLAIR35.png,096_FLAIR35_mask.png,198
096_FLAIR36.png,096_FLAIR36_mask.png,72
097_FLAIR15.png,097_FLAIR15_mask.png,63
097_FLAIR16.png,097_FLAIR16_mask.png,47
097_FLAIR21.png,097_FLAIR21_mask.png,88
097_FLAIR22.png,097_FLAIR22_mask.png,158
097_FLAIR25.png,097_FLAIR25_mask.png,184
097_FLAIR26.png,097_FLAIR26_mask.png,278
097_FLAIR27.png,097_FLAIR27_mask.png,423
097_FLAIR28.png,097_FLAIR28_mask.png,10
097_FLAIR29.png,097_FLAIR29_mask.png,182
097_FLAIR30.png,097_FLAIR30_mask.png,49393
097_FLAIR31.png,097_FLAIR31_mask.png,829
097_FLAIR32.png,097_FLAIR32_mask.png,891
097_FLAIR33.png,097_FLAIR33_mask.png,415
097_FLAIR34.png,097_FLAIR34_mask.png,79
097_FLAIR35.png,097_FLAIR35_mask.png,254
097_FLAIR36.png,097_FLAIR36_mask.png,178
097_FLAIR37.png,097_FLAIR37_mask.png,290
097_FLAIR38.png,097_FLAIR38_mask.png,230
097_FLAIR39.png,097_FLAIR39_mask.png,451
098_FLAIR14.bmp,098_FLAIR14_mask.png,447
098_FLAIR15.bmp,098_FLAIR15_mask.png,1399
098_FLAIR16.bmp,098_FLAIR16_mask.png,215
098_FLAIR17.bmp,098_FLAIR17_mask.png,693
098_FLAIR18.bmp,098_FLAIR18_mask.png,1505
098_FLAIR19.bmp,098_FLAIR19_mask.png,24121
098_FLAIR20.bmp,098_FLAIR20_mask.png,3578
098_FLAIR21.bmp,098_FLAIR21_mask.png,1267
098_FLAIR22.bmp,098_FLAIR22_mask.png,807
098_FLAIR23.bmp,098_FLAIR23_mask.png,188
098_FLAIR24.bmp,098_FLAIR24_mask.png,126
098_FLAIR25.bmp,098_FLAIR25_mask.png,64
098_FLAIR26.bmp,098_FLAIR26_mask.png,91
099_FLAIR27.png,099_FLAIR27_mask.png,78
099_FLAIR31.png,099_FLAIR31_mask.png,8
099_FLAIR32.png,099_FLAIR32_mask.png,9
099_FLAIR33.png,099_FLAIR33_mask.png,148
099_FLAIR34.png,099_FLAIR34_mask.png,258
099_FLAIR35.png,099_FLAIR35_mask.png,225
099_FLAIR39.png,099_FLAIR39_mask.png,229
100_FLAIR10.bmp,100_FLAIR10_mask.png,446
100_FLAIR11.bmp,100_FLAIR11_mask.png,348
100_FLAIR12.bmp,100_FLAIR12_mask.png,1923
100_FLAIR13.bmp,100_FLAIR13_mask.png,2366
100_FLAIR14.bmp,100_FLAIR14_mask.png,639
100_FLAIR15.bmp,100_FLAIR15_mask.png,169
100_FLAIR16.bmp,100_FLAIR16_mask.png,550
100_FLAIR17.bmp,100_FLAIR17_mask.png,554
100_FLAIR18.bmp,100_FLAIR18_mask.png,790
100_FLAIR19.bmp,100_FLAIR19_mask.png,1840
100_FLAIR20.bmp,100_FLAIR20_mask.png,1711
100_FLAIR21.bmp,100_FLAIR21_mask.png,342
101_FLAIR23.png,101_FLAIR23_mask.png,310
101_FLAIR24.png,101_FLAIR24_mask.png,297
101_FLAIR25.png,101_FLAIR25_mask.png,414
101_FLAIR26.png,101_FLAIR26_mask.png,147
101_FLAIR27.png,101_FLAIR27_mask.png,102
101_FLAIR29.png,101_FLAIR29_mask.png,93
101_FLAIR30.png,101_FLAIR30_mask.png,3
101_FLAIR32.png,101_FLAIR32_mask.png,87
101_FLAIR33.png,101_FLAIR33_mask.png,71
102_FLAIR12.png,102_FLAIR12_mask.png,228
102_FLAIR13.png,102_FLAIR13_mask.png,161
102_FLAIR14.png,102_FLAIR14_mask.png,126
102_FLAIR15.png,102_FLAIR15_mask.png,294
102_FLAIR16.png,102_FLAIR16_mask.png,158
102_FLAIR17.png,102_FLAIR17_mask.png,152
102_FLAIR18.png,102_FLAIR18_mask.png,656
