imgs,masks,areas
010_FLAIR04.bmp,010_FLAIR4_mask.png,495
010_FLAIR05.bmp,010_FLAIR5_mask.png,1066
010_FLAIR08.bmp,010_FLAIR8_mask.png,938
010_FLAIR09.bmp,010_FLAIR9_mask.png,2541
011_FLAIR10.bmp,011_FLAIR10_mask.png,15923
011_FLAIR12.bmp,011_FLAIR12_mask.png,12480
011_FLAIR13.bmp,011_FLAIR13_mask.png,21564
011_FLAIR14.bmp,011_FLAIR14_mask.png,27225
011_FLAIR15.bmp,011_FLAIR15_mask.png,15139
011_FLAIR16.bmp,011_FLAIR16_mask.png,14758
011_FLAIR17.bmp,011_FLAIR17_mask.png,4755
011_FLAIR18.bmp,011_FLAIR18_mask.png,1955
011_FLAIR19.bmp,011_FLAIR19_mask.png,159
011_FLAIR20.bmp,011_FLAIR20_mask.png,226
011_FLAIR21.bmp,011_FLAIR21_mask.png,211
011_FLAIR06.bmp,011_FLAIR6_mask.png,414
011_FLAIR07.bmp,011_FLAIR7_mask.png,3234
012_FLAIR11.bmp,012_FLAIR11_mask.png,1452
012_FLAIR13.bmp,012_FLAIR13_mask.png,3499
012_FLAIR14.bmp,012_FLAIR14_mask.png,2750
012_FLAIR15.bmp,012_FLAIR15_mask.png,2717
012_FLAIR16.bmp,012_FLAIR16_mask.png,2916
012_FLAIR17.bmp,012_FLAIR17_mask.png,1683
012_FLAIR22.bmp,012_FLAIR22_mask.png,237
013_FLAIR11.bmp,013_FLAIR11_mask.png,464
013_FLAIR12.bmp,013_FLAIR12_mask.png,1143
013_FLAIR13.bmp,013_FLAIR13_mask.png,1891
013_FLAIR14.bmp,013_FLAIR14_mask.png,7868
013_FLAIR15.bmp,013_FLAIR15_mask.png,4174
013_FLAIR16.bmp,013_FLAIR16_mask.png,6246
013_FLAIR17.bmp,013_FLAIR17_mask.png,7348
013_FLAIR18.bmp,013_FLAIR18_mask.png,6503
013_FLAIR19.bmp,013_FLAIR19_mask.png,5926
013_FLAIR20.bmp,013_FLAIR20_mask.png,3476
013_FLAIR21.bmp,013_FLAIR21_mask.png,24621
013_FLAIR22.bmp,013_FLAIR22_mask.png,1180
013_FLAIR23.bmp,013_FLAIR23_mask.png,716
013_FLAIR05.bmp,013_FLAIR5_mask.png,1151
013_FLAIR06.bmp,013_FLAIR6_mask.png,700
014_FLAIR11.bmp,014_FLAIR11_mask.png,805
014_FLAIR12.bmp,014_FLAIR12_mask.png,771
014_FLAIR13.bmp,014_FLAIR13_mask.png,1508
014_FLAIR14.bmp,014_FLAIR14_mask.png,1651
014_FLAIR16.bmp,014_FLAIR16_mask.png,1168
014_FLAIR17.bmp,014_FLAIR17_mask.png,713
014_FLAIR18.bmp,014_FLAIR18_mask.png,225
014_FLAIR19.bmp,014_FLAIR19_mask.png,230
014_FLAIR20.bmp,014_FLAIR20_mask.png,91
015_FLAIR10.bmp,015_FLAIR10_mask.png,282
015_FLAIR11.bmp,015_FLAIR11_mask.png,829
015_FLAIR12.bmp,015_FLAIR12_mask.png,1316
015_FLAIR13.bmp,015_FLAIR13_mask.png,2498
015_FLAIR14.bmp,015_FLAIR14_mask.png,2236
015_FLAIR15.bmp,015_FLAIR15_mask.png,1850
015_FLAIR16.bmp,015_FLAIR16_mask.png,1073
015_FLAIR17.bmp,015_FLAIR17_mask.png,534
015_FLAIR18.bmp,015_FLAIR18_mask.png,236
015_FLAIR19.bmp,015_FLAIR19_mask.png,186
015_FLAIR05.bmp,015_FLAIR5_mask.png,533
015_FLAIR06.bmp,015_FLAIR6_mask.png,490
016_FLAIR10.bmp,016_FLAIR10_mask.png,458
016_FLAIR11.bmp,016_FLAIR11_mask.png,522
016_FLAIR20.bmp,016_FLAIR20_mask.png,18
016_FLAIR21.bmp,016_FLAIR21_mask.png,227
017_FLAIR11.bmp,017_FLAIR11_mask.png,275
017_FLAIR12.bmp,017_FLAIR12_mask.png,564
017_FLAIR13.bmp,017_FLAIR13_mask.png,1435
017_FLAIR14.bmp,017_FLAIR14_mask.png,3094
017_FLAIR15.bmp,017_FLAIR15_mask.png,3829
017_FLAIR16.bmp,017_FLAIR16_mask.png,3788
017_FLAIR17.bmp,017_FLAIR17_mask.png,4306
017_FLAIR18.bmp,017_FLAIR18_mask.png,3766
017_FLAIR19.bmp,017_FLAIR19_mask.png,5111
017_FLAIR20.bmp,017_FLAIR20_mask.png,6902
017_FLAIR21.bmp,017_FLAIR21_mask.png,4103
017_FLAIR22.bmp,017_FLAIR22_mask.png,9885
018_FLAIR12.bmp,018_FLAIR12_mask.png,1107
018_FLAIR13.bmp,018_FLAIR13_mask.png,2863
018_FLAIR14.bmp,018_FLAIR14_mask.png,4400
018_FLAIR15.bmp,018_FLAIR15_mask.png,5464
018_FLAIR16.bmp,018_FLAIR16_mask.png,12
018_FLAIR17.bmp,018_FLAIR17_mask.png,177
018_FLAIR18.bmp,018_FLAIR18_mask.png,163
018_FLAIR19.bmp,018_FLAIR19_mask.png,394
018_FLAIR20.bmp,018_FLAIR20_mask.png,242
018_FLAIR22.bmp,018_FLAIR22_mask.png,68
018_FLAIR04.bmp,018_FLAIR4_mask.png,816
018_FLAIR05.bmp,018_FLAIR5_mask.png,1129
018_FLAIR06.bmp,018_FLAIR6_mask.png,1642
019_FLAIR12.bmp,019_FLAIR12_mask.png,624
019_FLAIR13.bmp,019_FLAIR13_mask.png,1734
019_FLAIR14.bmp,019_FLAIR14_mask.png,2658
019_FLAIR15.bmp,019_FLAIR15_mask.png,3023
019_FLAIR16.bmp,019_FLAIR16_mask.png,3480
019_FLAIR17.bmp,019_FLAIR17_mask.png,6400
019_FLAIR18.bmp,019_FLAIR18_mask.png,9027
019_FLAIR19.bmp,019_FLAIR19_mask.png,13083
019_FLAIR20.bmp,019_FLAIR20_mask.png,16354
019_FLAIR21.bmp,019_FLAIR21_mask.png,13629
019_FLAIR22.bmp,019_FLAIR22_mask.png,13822
019_FLAIR23.bmp,019_FLAIR23_mask.png,6657
019_FLAIR24.bmp,019_FLAIR24_mask.png,2224
019_FLAIR25.bmp,019_FLAIR25_mask.png,446
019_FLAIR26.bmp,019_FLAIR26_mask.png,65
019_FLAIR27.bmp,019_FLAIR27_mask.png,59
020_FLAIR10.bmp,020_FLAIR10_mask.png,90
020_FLAIR11.bmp,020_FLAIR11_mask.png,720
020_FLAIR12.bmp,020_FLAIR12_mask.png,2281
020_FLAIR13.bmp,020_FLAIR13_mask.png,20496
020_FLAIR14.bmp,020_FLAIR14_mask.png,37780
020_FLAIR16.bmp,020_FLAIR16_mask.png,5520
020_FLAIR17.bmp,020_FLAIR17_mask.png,7978
020_FLAIR18.bmp,020_FLAIR18_mask.png,8213
020_FLAIR19.bmp,020_FLAIR19_mask.png,5931
020_FLAIR20.bmp,020_FLAIR20_mask.png,3146
020_FLAIR21.bmp,020_FLAIR21_mask.png,1859
020_FLAIR22.bmp,020_FLAIR22_mask.png,616
020_FLAIR23.bmp,020_FLAIR23_mask.png,84
020_FLAIR24.bmp,020_FLAIR24_mask.png,37
020_FLAIR09.bmp,020_FLAIR9_mask.png,1238
021_FLAIR13.bmp,021_FLAIR13_mask.png,925
021_FLAIR14.bmp,021_FLAIR14_mask.png,1087
021_FLAIR15.bmp,021_FLAIR15_mask.png,2236
021_FLAIR16.bmp,021_FLAIR16_mask.png,3099
021_FLAIR17.bmp,021_FLAIR17_mask.png,3185
021_FLAIR18.bmp,021_FLAIR18_mask.png,3040
021_FLAIR19.bmp,021_FLAIR19_mask.png,36737
021_FLAIR20.bmp,021_FLAIR20_mask.png,4822
021_FLAIR21.bmp,021_FLAIR21_mask.png,2046
022_FLAIR10.bmp,022_FLAIR10_mask.png,2850
022_FLAIR11.bmp,022_FLAIR11_mask.png,3086
022_FLAIR12.bmp,022_FLAIR12_mask.png,2758
022_FLAIR13.bmp,022_FLAIR13_mask.png,2078
022_FLAIR14.bmp,022_FLAIR14_mask.png,5190
022_FLAIR15.bmp,022_FLAIR15_mask.png,23110
022_FLAIR16.bmp,022_FLAIR16_mask.png,1905
022_FLAIR17.bmp,022_FLAIR17_mask.png,438
022_FLAIR18.bmp,022_FLAIR18_mask.png,369
022_FLAIR19.bmp,022_FLAIR19_mask.png,444
022_FLAIR20.bmp,022_FLAIR20_mask.png,38
022_FLAIR04.bmp,022_FLAIR4_mask.png,4206
022_FLAIR06.bmp,022_FLAIR6_mask.png,3533
022_FLAIR07.bmp,022_FLAIR7_mask.png,43921
023_FLAIR10.bmp,023_FLAIR10_mask.png,270
023_FLAIR11.bmp,023_FLAIR11_mask.png,2453
023_FLAIR12.bmp,023_FLAIR12_mask.png,5539
023_FLAIR13.bmp,023_FLAIR13_mask.png,7019
023_FLAIR14.bmp,023_FLAIR14_mask.png,9925
023_FLAIR15.bmp,023_FLAIR15_mask.png,10678
023_FLAIR17.bmp,023_FLAIR17_mask.png,12626
023_FLAIR18.bmp,023_FLAIR18_mask.png,11404
023_FLAIR19.bmp,023_FLAIR19_mask.png,9008
023_FLAIR20.bmp,023_FLAIR20_mask.png,5267
023_FLAIR21.bmp,023_FLAIR21_mask.png,2581
024_FLAIR10.bmp,024_FLAIR10_mask.png,510
024_FLAIR11.bmp,024_FLAIR11_mask.png,243
024_FLAIR12.bmp,024_FLAIR12_mask.png,209
024_FLAIR13.bmp,024_FLAIR13_mask.png,431
024_FLAIR14.bmp,024_FLAIR14_mask.png,1220
024_FLAIR15.bmp,024_FLAIR15_mask.png,13250
024_FLAIR17.bmp,024_FLAIR17_mask.png,1249
024_FLAIR18.bmp,024_FLAIR18_mask.png,1439
024_FLAIR19.bmp,024_FLAIR19_mask.png,868
024_FLAIR20.bmp,024_FLAIR20_mask.png,222
024_FLAIR09.bmp,024_FLAIR9_mask.png,345
025_FLAIR11.bmp,025_FLAIR11_mask.png,2106
025_FLAIR12.bmp,025_FLAIR12_mask.png,2180
025_FLAIR14.bmp,025_FLAIR14_mask.png,14149
025_FLAIR15.bmp,025_FLAIR15_mask.png,7355
025_FLAIR16.bmp,025_FLAIR16_mask.png,6928
025_FLAIR18.bmp,025_FLAIR18_mask.png,11293
025_FLAIR19.bmp,025_FLAIR19_mask.png,9086
026_FLAIR14.bmp,026_FLAIR14_mask.png,4747
026_FLAIR15.bmp,026_FLAIR15_mask.png,2192
026_FLAIR16.bmp,026_FLAIR16_mask.png,1237
026_FLAIR17.bmp,026_FLAIR17_mask.png,449
026_FLAIR18.bmp,026_FLAIR18_mask.png,33458
026_FLAIR19.bmp,026_FLAIR19_mask.png,1415
026_FLAIR24.bmp,026_FLAIR24_mask.png,34
026_FLAIR25.bmp,026_FLAIR25_mask.png,157
028_FLAIR14.bmp,028_FLAIR14_mask.png,511
028_FLAIR15.bmp,028_FLAIR15_mask.png,1953
028_FLAIR16.bmp,028_FLAIR16_mask.png,5213
028_FLAIR17.bmp,028_FLAIR17_mask.png,8263
028_FLAIR18.bmp,028_FLAIR18_mask.png,10019
028_FLAIR19.bmp,028_FLAIR19_mask.png,9930
028_FLAIR20.bmp,028_FLAIR20_mask.png,9144
028_FLAIR21.bmp,028_FLAIR21_mask.png,8324
028_FLAIR22.bmp,028_FLAIR22_mask.png,8273
028_FLAIR23.bmp,028_FLAIR23_mask.png,7450
028_FLAIR24.bmp,028_FLAIR24_mask.png,5798
028_FLAIR25.bmp,028_FLAIR25_mask.png,3546
028_FLAIR26.bmp,028_FLAIR26_mask.png,2508
028_FLAIR27.bmp,028_FLAIR27_mask.png,614
029_FLAIR14.bmp,029_FLAIR14_mask.png,1499
029_FLAIR15.bmp,029_FLAIR15_mask.png,5279
029_FLAIR16.bmp,029_FLAIR16_mask.png,17028
029_FLAIR17.bmp,029_FLAIR17_mask.png,17975
029_FLAIR18.bmp,029_FLAIR18_mask.png,8807
029_FLAIR19.bmp,029_FLAIR19_mask.png,22250
029_FLAIR01.bmp,029_FLAIR1_mask.png,1070
029_FLAIR20.bmp,029_FLAIR20_mask.png,11455
029_FLAIR21.bmp,029_FLAIR21_mask.png,13586
029_FLAIR22.bmp,029_FLAIR22_mask.png,4735
029_FLAIR23.bmp,029_FLAIR23_mask.png,2051
029_FLAIR24.bmp,029_FLAIR24_mask.png,1884
029_FLAIR25.bmp,029_FLAIR25_mask.png,886
029_FLAIR02.bmp,029_FLAIR2_mask.png,2254
029_FLAIR03.bmp,029_FLAIR3_mask.png,2683
029_FLAIR04.bmp,029_FLAIR4_mask.png,7100
029_FLAIR05.bmp,029_FLAIR5_mask.png,1045
029_FLAIR06.bmp,029_FLAIR6_mask.png,1690
029_FLAIR07.bmp,029_FLAIR7_mask.png,1708
030_FLAIR17.bmp,030_FLAIR17_mask.png,8960
030_FLAIR18.bmp,030_FLAIR18_mask.png,9105
030_FLAIR19.bmp,030_FLAIR19_mask.png,35723
030_FLAIR20.bmp,030_FLAIR20_mask.png,10091
030_FLAIR21.bmp,030_FLAIR21_mask.png,6956
030_FLAIR22.bmp,030_FLAIR22_mask.png,23159
030_FLAIR23.bmp,030_FLAIR23_mask.png,1391
030_FLAIR24.bmp,030_FLAIR24_mask.png,643
030_FLAIR25.bmp,030_FLAIR25_mask.png,719
031_FLAIR10.bmp,031_FLAIR10_mask.png,624
031_FLAIR11.bmp,031_FLAIR11_mask.png,912
031_FLAIR12.bmp,031_FLAIR12_mask.png,1341
031_FLAIR13.bmp,031_FLAIR13_mask.png,2303
031_FLAIR14.bmp,031_FLAIR14_mask.png,1761
031_FLAIR15.bmp,031_FLAIR15_mask.png,2648
031_FLAIR16.bmp,031_FLAIR16_mask.png,5519
031_FLAIR17.bmp,031_FLAIR17_mask.png,3650
031_FLAIR18.bmp,031_FLAIR18_mask.png,3184
031_FLAIR19.bmp,031_FLAIR19_mask.png,4873
031_FLAIR20.bmp,031_FLAIR20_mask.png,6018
031_FLAIR21.bmp,031_FLAIR21_mask.png,5164
031_FLAIR22.bmp,031_FLAIR22_mask.png,1012
031_FLAIR23.bmp,031_FLAIR23_mask.png,2387
032_FLAIR14.bmp,032_FLAIR14_mask.png,6180
032_FLAIR15.bmp,032_FLAIR15_mask.png,4601
032_FLAIR17.bmp,032_FLAIR17_mask.png,9398
032_FLAIR18.bmp,032_FLAIR18_mask.png,12739
032_FLAIR19.bmp,032_FLAIR19_mask.png,2558
032_FLAIR20.bmp,032_FLAIR20_mask.png,3435
032_FLAIR21.bmp,032_FLAIR21_mask.png,4288
032_FLAIR22.bmp,032_FLAIR22_mask.png,1198
033_FLAIR13.bmp,033_FLAIR13_mask.png,3720
033_FLAIR14.bmp,033_FLAIR14_mask.png,4958
033_FLAIR15.bmp,033_FLAIR15_mask.png,3669
033_FLAIR16.bmp,033_FLAIR16_mask.png,19657
033_FLAIR17.bmp,033_FLAIR17_mask.png,12700
033_FLAIR18.bmp,033_FLAIR18_mask.png,13713
033_FLAIR19.bmp,033_FLAIR19_mask.png,12688
033_FLAIR20.bmp,033_FLAIR20_mask.png,14112
033_FLAIR21.bmp,033_FLAIR21_mask.png,12864
033_FLAIR22.bmp,033_FLAIR22_mask.png,13209
033_FLAIR23.bmp,033_FLAIR23_mask.png,7485
033_FLAIR24.bmp,033_FLAIR24_mask.png,5100
033_FLAIR25.bmp,033_FLAIR25_mask.png,3815
033_FLAIR26.bmp,033_FLAIR26_mask.png,2356
033_FLAIR27.bmp,033_FLAIR27_mask.png,223
034_FLAIR10.bmp,034_FLAIR10_mask.png,24220
034_FLAIR11.bmp,034_FLAIR11_mask.png,1101
034_FLAIR12.bmp,034_FLAIR12_mask.png,653
034_FLAIR13.bmp,034_FLAIR13_mask.png,16299
034_FLAIR14.bmp,034_FLAIR14_mask.png,3855
034_FLAIR15.bmp,034_FLAIR15_mask.png,2311
034_FLAIR16.bmp,034_FLAIR16_mask.png,21824
034_FLAIR17.bmp,034_FLAIR17_mask.png,2546
034_FLAIR18.bmp,034_FLAIR18_mask.png,3745
034_FLAIR19.bmp,034_FLAIR19_mask.png,30251
034_FLAIR01.bmp,034_FLAIR1_mask.png,1959
034_FLAIR20.bmp,034_FLAIR20_mask.png,2357
034_FLAIR21.bmp,034_FLAIR21_mask.png,725
034_FLAIR22.bmp,034_FLAIR22_mask.png,427
034_FLAIR23.bmp,034_FLAIR23_mask.png,207
034_FLAIR02.bmp,034_FLAIR2_mask.png,2943
034_FLAIR03.bmp,034_FLAIR3_mask.png,1542
034_FLAIR08.bmp,034_FLAIR8_mask.png,1666
034_FLAIR09.bmp,034_FLAIR9_mask.png,6093
035_FLAIR10.bmp,035_FLAIR10_mask.png,4270
035_FLAIR11.bmp,035_FLAIR11_mask.png,6399
035_FLAIR12.bmp,035_FLAIR12_mask.png,3329
035_FLAIR13.bmp,035_FLAIR13_mask.png,3217
035_FLAIR14.bmp,035_FLAIR14_mask.png,143
035_FLAIR08.bmp,035_FLAIR8_mask.png,682
035_FLAIR09.bmp,035_FLAIR9_mask.png,2115
036_FLAIR10.bmp,036_FLAIR10_mask.png,160
036_FLAIR11.bmp,036_FLAIR11_mask.png,1116
036_FLAIR12.bmp,036_FLAIR12_mask.png,1674
036_FLAIR13.bmp,036_FLAIR13_mask.png,561
037_FLAIR10.bmp,037_FLAIR10_mask.png,2552
037_FLAIR11.bmp,037_FLAIR11_mask.png,849
037_FLAIR14.bmp,037_FLAIR14_mask.png,343
037_FLAIR15.bmp,037_FLAIR15_mask.png,654
037_FLAIR16.bmp,037_FLAIR16_mask.png,173
037_FLAIR17.bmp,037_FLAIR17_mask.png,265
037_FLAIR01.bmp,037_FLAIR1_mask.png,318
037_FLAIR20.bmp,037_FLAIR20_mask.png,111
037_FLAIR21.bmp,037_FLAIR21_mask.png,116
037_FLAIR02.bmp,037_FLAIR2_mask.png,987
037_FLAIR03.bmp,037_FLAIR3_mask.png,2800
037_FLAIR04.bmp,037_FLAIR4_mask.png,9203
037_FLAIR06.bmp,037_FLAIR6_mask.png,13579
037_FLAIR07.bmp,037_FLAIR7_mask.png,12535
037_FLAIR08.bmp,037_FLAIR8_mask.png,10753
037_FLAIR09.bmp,037_FLAIR9_mask.png,5903
038_FLAIR15.bmp,038_FLAIR15_mask.png,9
038_FLAIR16.bmp,038_FLAIR16_mask.png,260
038_FLAIR17.bmp,038_FLAIR17_mask.png,297
038_FLAIR18.bmp,038_FLAIR18_mask.png,605
038_FLAIR19.bmp,038_FLAIR19_mask.png,741
038_FLAIR20.bmp,038_FLAIR20_mask.png,896
039_FLAIR11.bmp,039_FLAIR11_mask.png,2316
039_FLAIR12.bmp,039_FLAIR12_mask.png,2666
039_FLAIR13.bmp,039_FLAIR13_mask.png,129
039_FLAIR14.bmp,039_FLAIR14_mask.png,1435
039_FLAIR15.bmp,039_FLAIR15_mask.png,4452
039_FLAIR16.bmp,039_FLAIR16_mask.png,5051
039_FLAIR17.bmp,039_FLAIR17_mask.png,3079
039_FLAIR18.bmp,039_FLAIR18_mask.png,8184
039_FLAIR19.bmp,039_FLAIR19_mask.png,14976
039_FLAIR20.bmp,039_FLAIR20_mask.png,40473
039_FLAIR21.bmp,039_FLAIR21_mask.png,568
039_FLAIR22.bmp,039_FLAIR22_mask.png,191
040_FLAIR15.bmp,040_FLAIR15_mask.png,35
040_FLAIR16.bmp,040_FLAIR16_mask.png,1677
040_FLAIR17.bmp,040_FLAIR17_mask.png,153
040_FLAIR18.bmp,040_FLAIR18_mask.png,39195
040_FLAIR19.bmp,040_FLAIR19_mask.png,10044
040_FLAIR21.bmp,040_FLAIR21_mask.png,3004
040_FLAIR22.bmp,040_FLAIR22_mask.png,1758
041_FLAIR10.bmp,041_FLAIR10_mask.png,3657
041_FLAIR11.bmp,041_FLAIR11_mask.png,3450
041_FLAIR12.bmp,041_FLAIR12_mask.png,3247
041_FLAIR13.bmp,041_FLAIR13_mask.png,1997
041_FLAIR15.bmp,041_FLAIR15_mask.png,421
041_FLAIR16.bmp,041_FLAIR16_mask.png,3141
041_FLAIR17.bmp,041_FLAIR17_mask.png,5200
041_FLAIR18.bmp,041_FLAIR18_mask.png,5615
041_FLAIR19.bmp,041_FLAIR19_mask.png,5645
041_FLAIR20.bmp,041_FLAIR20_mask.png,6075
041_FLAIR21.bmp,041_FLAIR21_mask.png,3801
041_FLAIR22.bmp,041_FLAIR22_mask.png,2407
041_FLAIR23.bmp,041_FLAIR23_mask.png,1217
041_FLAIR24.bmp,041_FLAIR24_mask.png,605
041_FLAIR08.bmp,041_FLAIR8_mask.png,1611
041_FLAIR09.bmp,041_FLAIR9_mask.png,3277
042_FLAIR10.bmp,042_FLAIR10_mask.png,693
042_FLAIR14.bmp,042_FLAIR14_mask.png,586
042_FLAIR15.bmp,042_FLAIR15_mask.png,998
042_FLAIR16.bmp,042_FLAIR16_mask.png,2489
042_FLAIR19.bmp,042_FLAIR19_mask.png,7126
042_FLAIR20.bmp,042_FLAIR20_mask.png,8659
042_FLAIR21.bmp,042_FLAIR21_mask.png,8016
042_FLAIR22.bmp,042_FLAIR22_mask.png,7331
042_FLAIR23.bmp,042_FLAIR23_mask.png,2109
042_FLAIR06.bmp,042_FLAIR6_mask.png,407
042_FLAIR07.bmp,042_FLAIR7_mask.png,3186
042_FLAIR08.bmp,042_FLAIR8_mask.png,4184
042_FLAIR09.bmp,042_FLAIR9_mask.png,4078
043_FLAIR11.bmp,043_FLAIR11_mask.png,315
043_FLAIR12.bmp,043_FLAIR12_mask.png,663
043_FLAIR13.bmp,043_FLAIR13_mask.png,4160
043_FLAIR14.bmp,043_FLAIR14_mask.png,5416
043_FLAIR15.bmp,043_FLAIR15_mask.png,6276
043_FLAIR16.bmp,043_FLAIR16_mask.png,7947
043_FLAIR17.bmp,043_FLAIR17_mask.png,9641
043_FLAIR18.bmp,043_FLAIR18_mask.png,11112
043_FLAIR19.bmp,043_FLAIR19_mask.png,12606
043_FLAIR20.bmp,043_FLAIR20_mask.png,4821
043_FLAIR21.bmp,043_FLAIR21_mask.png,1724
043_FLAIR22.bmp,043_FLAIR22_mask.png,1255
044_FLAIR13.bmp,044_FLAIR13_mask.png,419
044_FLAIR15.bmp,044_FLAIR15_mask.png,785
044_FLAIR16.bmp,044_FLAIR16_mask.png,999
044_FLAIR17.bmp,044_FLAIR17_mask.png,2233
044_FLAIR18.bmp,044_FLAIR18_mask.png,2107
044_FLAIR19.bmp,044_FLAIR19_mask.png,3013
044_FLAIR20.bmp,044_FLAIR20_mask.png,2151
044_FLAIR21.bmp,044_FLAIR21_mask.png,2634
044_FLAIR22.bmp,044_FLAIR22_mask.png,2219
044_FLAIR23.bmp,044_FLAIR23_mask.png,1586
045_FLAIR11.bmp,045_FLAIR11_mask.png,438
045_FLAIR12.bmp,045_FLAIR12_mask.png,102
045_FLAIR14.bmp,045_FLAIR14_mask.png,305
045_FLAIR15.bmp,045_FLAIR15_mask.png,383
045_FLAIR16.bmp,045_FLAIR16_mask.png,1127
045_FLAIR17.bmp,045_FLAIR17_mask.png,1295
045_FLAIR18.bmp,045_FLAIR18_mask.png,2162
045_FLAIR20.bmp,045_FLAIR20_mask.png,3154
045_FLAIR21.bmp,045_FLAIR21_mask.png,3772
045_FLAIR22.bmp,045_FLAIR22_mask.png,2330
045_FLAIR24.bmp,045_FLAIR24_mask.png,31
046_FLAIR13.bmp,046_FLAIR13_mask.png,495
046_FLAIR14.bmp,046_FLAIR14_mask.png,1870
046_FLAIR15.bmp,046_FLAIR15_mask.png,1547
046_FLAIR16.bmp,046_FLAIR16_mask.png,1343
046_FLAIR17.bmp,046_FLAIR17_mask.png,1356
046_FLAIR19.bmp,046_FLAIR19_mask.png,2873
046_FLAIR20.bmp,046_FLAIR20_mask.png,1200
046_FLAIR21.bmp,046_FLAIR21_mask.png,133
047_FLAIR12.bmp,047_FLAIR12_mask.png,2566
047_FLAIR13.bmp,047_FLAIR13_mask.png,12143
047_FLAIR14.bmp,047_FLAIR14_mask.png,10248
047_FLAIR15.bmp,047_FLAIR15_mask.png,23804
047_FLAIR16.bmp,047_FLAIR16_mask.png,25589
047_FLAIR18.bmp,047_FLAIR18_mask.png,20960
047_FLAIR19.bmp,047_FLAIR19_mask.png,16511
047_FLAIR20.bmp,047_FLAIR20_mask.png,14113
047_FLAIR21.bmp,047_FLAIR21_mask.png,10271
047_FLAIR22.bmp,047_FLAIR22_mask.png,6519
047_FLAIR23.bmp,047_FLAIR23_mask.png,1200
047_FLAIR24.bmp,047_FLAIR24_mask.png,1595
048_FLAIR13.bmp,048_FLAIR13_mask.png,1539
048_FLAIR14.bmp,048_FLAIR14_mask.png,5442
048_FLAIR15.bmp,048_FLAIR15_mask.png,5789
048_FLAIR16.bmp,048_FLAIR16_mask.png,7156
048_FLAIR17.bmp,048_FLAIR17_mask.png,8129
048_FLAIR18.bmp,048_FLAIR18_mask.png,8342
048_FLAIR19.bmp,048_FLAIR19_mask.png,7829
048_FLAIR20.bmp,048_FLAIR20_mask.png,5954
048_FLAIR21.bmp,048_FLAIR21_mask.png,5483
048_FLAIR22.bmp,048_FLAIR22_mask.png,1520
048_FLAIR23.bmp,048_FLAIR23_mask.png,399
049_FLAIR10.bmp,049_FLAIR10_mask.png,1408
049_FLAIR11.bmp,049_FLAIR11_mask.png,420
049_FLAIR12.bmp,049_FLAIR12_mask.png,1311
